id,username,text,sentimen,label
346,Raden Bagus,Bodo amat... Bikin aja pandemi 10 thn.,negatif,-1
347,setgold@gmail.com,Masyarakat kita msh byk yg TDK percaya dgn wabah covid19 ini. Terutama umat Islam non NU dan Muhamnadya. Kelompok ini yg dgn nyata nyata tdk mengindahkan seruan pemerintah .,negatif,-1
348,Azhar Azhar,"iya pak klw kami rakyat kecil insyaallah tetap mematuhi,",positif,1
349,Azhar Azhar,"bagaimana dgn pemerintah membuka pintu masuk ny TKA china yg berdampak Awal asal mula nya covid ini, berarti ini murni salah pemerintah",negatif,-1
350,Zul kifli,"lebih baik banyak berdoa, minta pertolongan kepada Tuhan agar corona segera berakhir",netral,0
351,stevano itong,nularnya virus ini lewat media apa aja sih,netral,0
352,riyan verbi,apasih pemerintah kerjanya ga pernah jelas,negatif,-1
353,Tita Sutanti,"Terimakasih metro tv atas infonya, semoga  ujian ini cepat  hilang dari negara kita,",netral,0
354,Versi Kang Kebon,Mari kita patuhi prokontol kesehatan.. ..,positif,1
355,Pitrus Lioesman,"Berdoa dan berbuat sesuatu : patuhi PROKES dan ikuti Petunjuk Pemerintah, cobalah belajar ",positif,1
356,Bhuana Bali,"Utama kan kejujuran,, jgn sampai masalah covid ini berlarut",positif,1
357,Awis Busman,Hapus kan kuroptor dan korupsi tidak pandang bulu.... 0k,positif,1
358,LABKITA by Chies,Semoga kasus pandemi akan terus turun tentunya dg dukungan dan kepatuhan masyarakat. Tentunya dengan kebijakan dari pihak2 penguasa/ pemerintah,positif,1
359,Gusti Eka Putra,BACOD doang pemerintah,negatif,-1
360,TV Family Sadar ALLAH,"Lembutkan hati kita, Smga doa"" kita dn doa,"" para sahabt yg hdir di sini, smga di jabah sm allah, dn di bukakn pintu rizki yg deras sederas air hujan yg turun. Dn smga di permudhkn sgla  urusan di jauhkn dri balak, seht dn smga allah mengampuni dosa"" kita smua baik di sngaja/ tak di sngaja. Tuk Rakyat, smga seht, trus lncar rizki nya dn sllu lindungan allah swt, slm sntun dn hormt sllu ",netral,0
361,Paridaa Nurhasanah,"bingung, pemerintah indo kok sepertinya gak ada distribusinya buat bantu masyarakat indonesia",negatif,-1
362,Presiden Thanos,"Wna yang datang ke indonesia harusnya di stop kan dulu, bukan dibiarkan masuk gini",negatif,-1
363,ekichandra,Sebenernya pemerintah tes ga sih apa cuma menunggu sampai orang tersebut sakit lalu dinyatakan covid,negatif,-1
364,Riana Tobing,"Kemarin saya pergi k pasar dan lihat masih banyak warga yang tidak pakai masker, sedih lihatnya, nanti sakit yang disalahkan malah pemerintahnya",positif,1
365,Paoji Gin,"strategi pemerintah padahal sudah bagus, rakyatnya aja yang kurang patuh",positif,1
366,nan non,"Jangan kuatir, karena ketidakmampuannya pada akhirnya indonesia akan terpaksa berdamai dengan covid sama halnya seperti indonesia berdamai dengan Tuberculosis atau TBC, Malaria, Demam berdarah, Flu burung, swineflu, Virus Middle East Respiratory Syndrom, Stunting etc. Wekekek",netral,0
367,Channel Tema26,Semoga masalah Corona cepat terselesaikan... Aamiin,netral,0
368,Ade Ruyat,Bantuan covid tidak  adil tidak merata seharusnya nya bantuan covid gan tebangpilih seperti hukum di negara kita. semua kena dampak nya tapi kenapa pemerintah  tidak ratakan .,negatif,-1
369,Salon Reni salon,numpang tanya apakah ada pengurangan bantuan dana pemerintah karena Masarakat yang menerima bantuan tidak merata,netral,0
370,Jen Juri Jimi,Saya ga pernah dapet sampe sekarang bantuan.,negatif,-1
371,Jen Juri Jimi,Yg salah bukan presiden nya. Tpi di bawah nya yg ga bener. Kaya nya klo koruptor di hukum mati kaya nya negara kita damai...,netral,0
372,Mardiana Barru,luar biasa banyak bantuan tapi sampai hari ini sy blum dpt sepeser pun padahal yg Lain dapat...,negatif,-1
373,karto lewo,Hilangkan aja bantuan bantuan kasian yang miskin gk dapat juga seperti saya tapi alhamdulilah masih bisa bekerja di kasih rezeki dari allah. Nanti klo di kasih bantuan terus jadi malas berusaha ,negatif,-1
374,Anna Freddy,sekarang Sy sekeluarga positif Corona kenapa Sy tdk dpt bantuan langsung dr pemerintah .,negatif,-1
375,Jun Manik,Judul nya harusnya di tambah.. bantuan pemerintah untuk kepala desa dan aparat desanya itu baru betul..,negatif,-1
376,hendrayati 06,ya... kita juga pernah  ajukan bantuan umkm... tapi sampai sekarang tidak ada ,negatif,-1
377,hendrayati 06,"selama covid  kami tidak pernah dapat bantuan apapun  , padahal suami kerja nya  buruh serabutan  sementara  saya hanya bekerja sbagai  honir daerah yg gaji nya hanya  1  juta lebih.",negatif,-1
378,Sri Ujiyanti,Pemerintah sdh glontorkan dana. Trilyunan. Yg kaya yg miskin dapat. Jng salahkan jokowi. ,positif,1
379,Fariz Saputra,"Gak percaya sama pemerintah, keluarga q sendiri terkena covid dan meninggal.. disuruh isolasi  tapi gak diberi bantuan sama sekali",negatif,-1
380,Fariz Saputra,Tetapi sekarang aturan dirubah2 tidak jelas tanpa adanya memikirkan warga atau masyarakat yang keluarganya meninggal karena covid ..!!,negatif,-1
381,Dina nisrina,Bantuan bantuan sya mah gk pernah dapat bantuan apa,negatif,-1
382,Ely Kk,"Memang bantuanya nggak merata masa yg benar2, membutuhkan malah nggak dapat bantuan apa2 yg udah kecukupan bantuan malah dapat terus gimana ini nasib yg nggak pernah dapat bantuan apa,2 tolong pemerintah pikirkan",negatif,-1
383,RAKYAT KECIL opicall,SAYA GAK PERNAH DAPAT...  HOAX DAN GAK TEPAT SASARAN,negatif,-1
384,Teguh Ari Bowo Ari Bowo,Bantuan dari pemerintah terima kasih.. ,positif,1
385,Teguh Ari Bowo Ari Bowo,Tapi kita sebagai rakyat banyak yg tidak menerima bantuanya.. tolong dibenahi wilayah kami.,negatif,-1
386,Nganti undi Purnomo,"Aku kok gak tahu ada bantuan pak presiden, pemerintah di daerah saya sepertinya menutupi dan korupsi",negatif,-1
387,Febri Novan,"Bantuan dari pemerintah itu di salah gunakan yg menerima itu bukan lah orang miskin tetapi yg mampu yg miskin cuma di pakai nama nya aja, karna bantuan itu jatuh ya ke tangan orang mampu orang miskin itu cuma jadi korban ke bohongan orang",negatif,-1
388,AA Agrospace,"Usulan kalo ngasih bantuan lebih baik dalam bentuk tunai .. Karena rawan penyelewengan dan manipulasi,  ",positif,1
389,Febri Yanti,Jdi yg blum dapat bantuan bisa mengajukan ke desa setempat atau rt rw setempat ...,netral,0
390,Luluk Halimah,Msa orang mampu dapt bantuan trus orang miskin mlah gk dpt.. Bagaimana ini tanggapan pemerintah,negatif,-1
391,Aulia Ayu putri,"Tidak satupun saya mendapatkan bantuan dari pemerintah, padahal kami sangat membutuhkannya, bayi saya perempuan berumur 4 bulan, dia menyusu susu formula, 1 kotak isi 1000gram harga 90ribu habis seminggu kadang nggak sampe, dikali 1 bulan dimana kami mencarikan duitnya , malahan orang yang berduit dapat, kami yang sangat membutuhkan tidak. Negara apa ini tidak adil!!! ",negatif,-1
392,Dea ayu,"bantuan yg selama ini di umbar umbar ke media dari pemerintah , tidak sampai pada  rakyat yg betul betul membutuhkan. ! ",negatif,-1
393,Sultan Sukamajuselatan,Assalamualaikum maaf pak saya seorang janda miskin dan sakit sakitan belum pernah mendapatkan bantuan apapun sampai sekarang terima kasih,negatif,-1
394,nathanie nata,aduh bu bu... saya pnya anak kecil ya nggak dapat bantuan apapun..,negatif,-1
395,Normal People,"Indonesia ni kalau ada pemimpin yang tepat jadi pemerintah, boleh jadi negara terkaya di asean, sumber bumi di orang ni banyak…",negatif,-1
396,Normal People,"sudah terlalu banyak Korups dimana2, yang jadi mangsa rakyat sendiri.",negatif,-1
397,Abd ghofur Ghofur,Mana ada bantuan gak pernah nyampe ke kk kami.,negatif,-1
398,Erwin Gutawa,Bantuannya gak nyampe2 ke masyarakat kecil,negatif,-1
399,ded game,"tolong di cek dulu.... duitnya lari kemana, saya gk terima",negatif,-1
400,ded game,trus kemana duit... Saya gak dapat bohong semua,negatif,-1
401,putri lim,dana desa ini mau nya di perhatikan bener,netral,0
402,Maman Chiloenk,"Untuk pemerintah pusat tolong untuk bisa turun meninjau ke lokasi langsung, karena banyak oknum yang rawan korupsi",positif,1
403,Maman Chiloenk,Alhamdulillah semenjak covid usaha saya bangkrut tpi ga dapat bantuan apa pun,negatif,-1
404,delfi Gustiani,Bapak persiden sdh mengelurkn dana  bantuan sngt  besar .semoga digunakan sebaik mungkin,positif,1
405,delfi Gustiani,"dana bantuan itu blm mengalir keluarga aku .aku kerja sbg buruh, hidup diperantaun. di masa pandemi covid 19 mungkin semua org mengalami kesulitan. buat berdagang aja susah. sebenarnya dana bantuan itu nyangkut dimana",negatif,-1
406,Bu Adi,"Bantuan2 itu buat orang2 yg pintar2 saja. Coba pikir kartu prakerja   itu yg dpt orang yg punya hp dn rata byk bantuan gk tepat sasaran jd orang 1 bisa dapat semua bantuan. Yg bener dan metata menurut saya orang desa bhodo ini lbh baik semua bhn pokok di subsidi itu br adil msk gk punya wacana yg lbh baik ,isinya cm hamburkan uang rakyak aja!",negatif,-1
407,Butiran Channel,"Masih banyak dana bantuan corona yang belum tepat sasaran ataupun masih salah sasaran bahkan ada pula yang belum mendapatkan nya sama sekali, selain warga dki itu sendiri ada beberapa kalangan dari para perantau yang ada di dki jakarta. Diantara mereka yang masih nurut sama koloni untuk tetap bertahan di jakarta",negatif,-1
408,Aa Sopandi,"Kepada, pemerintah pusat, mohon pak awasi seperti PKH di desa - desa terima kasih semoga negara' kita maju makmur kuat dan sejahtera Aamiin",positif,1
409,grandong roban," bantuan omong kosong, saya di isolasi aja ga di kasih apa apa",negatif,-1
410,Siti Hana,pemerintah bohong.. cuman koar koar di youtube aja.. saya kecewa sama pak jokowi,negatif,-1
411,Febri Ragiel,"pak kami sudah pengangguran karna di phk perusahan swasta,, kenapa lah sampai skrng gak ada bantuan kepada orang2 yg pengaguran kerna covid 19 kami kluar pada tanggal 25 februari 2020 sampai tanggal 12 agustus 2020,,skrng susah cari kerja karna covid 19 selama sekali gak ada bantuan yg turun sama kami,,,, kami sana sini cari mkn aja susah lihat anak istri gak pernah megang uang,,,,",negatif,-1
412,Rian Rinaldi,kemana dana bantuan tersebut.? ya sudah pasti di korupsi lah,negatif,-1
413,Rasti Viland,"Minta tolong di desa saya tidak merata pembagiannya..... desa wonorjo, banyuputih situbondo... tolong di tindak lanjut",negatif,-1
414,GOD Rosetta,STEAM WALLET KOK GAK DI GRATISIN !!????,netral,0
415,Ade Komara,Pembodohan,negatif,-1
416,Bule Lena,semoga bantuannya tepat sasaran ke masyarakat yang benar benar membutuhkan bantuan,positif,1
417,imron watnum,Sampainya bantuan ke tangan masyarakat kenyataannya tidak senilai yg disebutkan. Masyarakat selalu di bodohi pemerintah.,negatif,-1
418,Jiman Kodara,Saya boro2 kebagian bantuan. bentuk bantuan apapun gak pernah dapat,negatif,-1
419,Iyons nikolas Sesto,"Saya tidak menyalahkan pemerintah, tapi Saya minta di tlusuri aja per kecamatan atau per desa, biar ada keadilan..",positif,1
420,Iyons nikolas Sesto,"Mana ada kenaikan.... 
   Yang dapat PKH ya PKH doang.. 
 Gak ada yang namanya bantuan COvid, apa lagi kenaikan.. ",negatif,-1
421,Rany Haerunisa,"Tim lapangan seharusnya diawasi dengan ketat biar tetap sasaran, diatasnya sudah sesuai SOP jangan sampe dilapangan ada permainan",positif,1
422,Riri Azahri Riri,Kenapa gak d pos saja mengambil uang semua. yg dr lurah blum keluar karena yang dapat Cuma keluarga lurah aja ,negatif,-1
423,Bertha Ponde,Bantuan milih milih. Yg benar2 butuh nggk dapat kasian mereka cumn mendengar dan melihat klw bantuan itu ada tapi ggk sampai ke tangan mereka kecewa. Di mana para pendata penduduk. mereka nggk melihat masyarakat kecil,negatif,-1
424,GINUK PARODY CHANNEL,Ini cm prank dari pemerintah,negatif,-1
425,ka teno,Sy berharap pemerintah turun tangan agar tau yg sebenarnya.. bagaimana dan kepada siapa bantuan itu d terima..,negatif,-1
426,ka teno,sy tau suara sy tidak akan sampai d hadapan pemerintah namun sy berharap ada pihak2 terkait yg mau menolong agar pemerinth tau semua ini.. bagai teriris sembilu kalau mendengar rintihan fakir miskin yg tidak mendapat bantuan covid 19.. sy tidak mengatakan Kepala desa kami tidak adil.. tp itulah yg terjadi..,negatif,-1
427,berkebun Kingazis,Saya nggk dapat dan tidak ada pendataan kerja saya hanya ngojek,negatif,-1
428,Robi darwis,"kalau misalkan ga kebagian semua mendingan jangan di bagi  karna kasihan yg ga dapat bantuan,, jadi separuh separuh tapi harus diem. ",negatif,-1
429,Vivo Y15,Mohon maaf sama pemerintah tingkat kabupaten tolong tinjau didesa desa masalah bantuan kenapa yg kaya dapat yang miskin lewat ..aneh,negatif,-1
430,Arid Hidayat,"Yg di kasih orang kaya aneh yah padahal menurut saya kasih lah dulu orang jompo ,eh ini malah orang kaya yg di kasih duluan jadilah percekcokan adanya uang bantuan malah jadi perkara",negatif,-1
431,Sultan Syarif,Bantuan covid 19 tidak adil kluarga sy tidak kebagian,negatif,-1
432,Zhoel_15 channel,"Boro"" dapat bantuan, Mudik pun dilarang, Nasib anak rantau
Bukanya untung malah buntung di perantauan tidak ada yang urus
",negatif,-1
433,Zhoel_15 channel,"Hanya janji"" palsu doang ini pemerintah, bohong terus",negatif,-1
434,Zhoel_15 channel,Semua berita covid itu bohong,negatif,-1
435,Zhoel_15 channel,"Kalau mau bantu jangan pilih"" harus sama rata.....",negatif,-1
436,Nur Cholifah,Dari dulu bantuan2 tapi tidak ada yg sampai. malah orang2 yg kaya di daerah saya yg dapat,negatif,-1
437,Nur Cholifah,tolong pemerintah di survei yg benar biar bantuan sampai pd orang yg tepat,positif,1
438,aating 243,"masih banyak bantuan yang di korupsi, pemerintah pasti tau masalah ini, tapi ternyata hanya tutup mata saja",negatif,-1
439,Selia angel fransiska,Saya gak mampu gak pernah dpt bantuan,negatif,-1
440,Ari Bowo,mana bantuan yg datang... ibu hamil ibu menyusui gara2 corona saya ngk kerj biasany ikut buruh proyek... istri saya bru melahirkan... mana ni pemerintah kok gak adil gak tegas,negatif,-1
441,TilikInfo Chanel,Hehehe bantuan ? percuma hanya orng orang tertentu yg dapet!,negatif,-1
442,nur charlos,Sekarang di tempat ku bawahan kepala desa beli motor baru hasil korupsi bantuan dari pemerintah,negatif,-1
443,rieno rieen,Kenapa harus edar kan uang PKH kepada orang bawahan sedang kan boleh meneruskan melalui bank.. Bru lah tidak ada kurupsi,netral,0
444,PUBGM PUBGM,Kalau keluarga kamu gak kerja di perangkat desa .. jangan mimpi dapat bantuan kenyataan nya di desa saya begitu kalu kurang bukti saya siap di panggil biar saya jelasin .... Rakyat kecil itu lebih paham siapa saja yh dapet . ...,negatif,-1
445,PUBGM PUBGM,Rata2 di desa yg dapet bantuan itu kluarga perangkat desa ato kluarga nya pak rt..  .,negatif,-1
446,Aditya Vicky,Tolong di tindak lanjuti pak. masih banyak dana yang di korupsi sama pemerintah daerah,positif,1
447,Aditya Vicky,Bantuan ya tidak mengikuti per KK Di desa kami.,negatif,-1
448,Aff Stiawan,Bodo amat saya tak peduli sama aturan pemerintah,negatif,-1
449,PORBI Gunung Karang,ga ada batuan cuam denger habar nya doang ga ada mana batuan ga ada Saya punya setoran bank setoran mah harus bayar terus tapi kerjaan mah di tutup,negatif,-1
450,PORBI Gunung Karang,ga ada di saya banyak yg pengangguran kerena lokowand saya juga pengangguran kerja tutup kenpeksi semua tutup mana ada bantuan ga ada,negatif,-1
451,Ayu Pertiwi,"Pak presiden. didesa kmi desa indra yaman. disini diberi sembako  hany 1kali aja
Itu pun diambil di balai desa. tidak memakai kartu .hanya diberi begitu saja. katanya itu lah bantuan dana covid yg disuruh disalurkan untuk sebagian masyarakat bukan duit yg 600rb itu bagaimana itu pak presiden",negatif,-1
452,Rahayu ayu,"saya setuju klu koruptor dihukum mati, biar ga kebanyakan koruptor",positif,1
453,Rahayu ayu,"aq jg seorang janda tp ga pernah dpt bantuan apapun dri pemerintah, tp knp yg hartanya bnyak punya segalanya ko bisa dpt bantuan, mana keadilanya apa karna koruptor. biar jels nih wa ku +852 94505499,",negatif,-1
454,Riki tr,"Ada yang berdiri tegak, tapi itu bukan keadilan. ",negatif,-1
455,Ack Putri,"Bantuannya gak nyampek....
Atau gak merata pilih2 orag.... mending bangun masjid aja uang tu.... ditimbang jatuh ke tangan koruptor",negatif,-1
456,Rajiman Bos,Kami pedagang kaki lima ...blm menerima bantuan apa saja,negatif,-1
457,suhendrik hendri,Tolong di tegas kan untuk pemerintah aceh tengah bantuan covid 19 untuk masyarakat  kok gak dapat kenapa yang lain dapat,negatif,-1
458,Om Kisoet,"SUARA KAMPUNG
Pemerintah daerah hanya menerima dan menyalurkan dana kepada masyarakat yang tidak jelas sasarannya kemana dan untuk siapa, tapi pemerintah pusat atau pemda, tidak pernah tau seperti apa masyarakat miskin di kampung - kampung korban salah sasaran",negatif,-1
459,Bambang Ahmad,Nggak usah ada bantuan... Bikin sakit hati yg lainnya.. Percuma..... Biar saja corona merajalela..,negatif,-1
460,yornz war,"Minta info...
Cara melaporkan 
Penyalahgunaan bantuan covid19",positif,1
461,Rina Amrina,"ga adil,,,, kl warung kecil disini ga dapet, secara kl sekitar wrga dapet kan warungnya jd sepi ,omzet menurun,,,, lah kl bgtu, kasian jg yg pnya warung ,mereka ngandelin uang kan dr wrga sekitar,,,, gmn itu, kl bantuan ga smua wrganya dpt",negatif,-1
462,Gratia Atanka,Korupsi semakin merajalela,negatif,-1
463,Aries Tv,"Rt rw itu bagikan Bansos Ke Keluarga nya
Peraturan anda sama aja matiin rakyat pelan pelan",negatif,-1
464,Sumatra Sumatra Selatan,"di mana bantuan itu.. 
Daerah saya gk tepat sasaran..",negatif,-1
465,Didik 16,Di desa saya dukuh mojo kecamatan celuwak kabupaten  pati jawa tengah 1rt yg dapat 600 hanya 6orang saya sebagai warga miskin blum dpat apapun kasian yg janda tua juga blum dapet,negatif,-1
466,Kenji Dikara,"Listrik yg 900 Watt dinaikkan, kerjaan di phk, bisa mati kelaparan ini masyarakat terutama yg miskin",negatif,-1
467,Kuli bae,"dari dulu saya blm pernah dpt, BLT PKH atau Bantuan Covid dri pemerintah setempat. apa pun jenis bantuan tdk pernah saya rasakan sampai sekarang..",negatif,-1
468,Moza Reza,dimana mau mengadu di desa saya paling sedikit yg dapat pkh di bandung desa laen dan juga bantuan sosial yg laen selalu salah sasaran,negatif,-1
469,Just Ainz,Mitos itu yg namanya bantuan,negatif,-1
470,Muhamad Ramadani,RT /RW Cimahi itu geblek semua,negatif,-1
471,Muhamad Ramadani,"Untuk daerah Bandung barat yg dapet itu malah orang orang kaya, contohnya seperti saya, saya adalah pegawai serabutan tapi, tidak pernah mendapatkan bantuan apa lagi yg namanya beras raskin, tolong di kaji lagi untuk wilayah Cimahi Sangkuriang, itu yg dapat palah orang orang kaya",negatif,-1
472,SP Sgn,"Sudah saatnya pemerintah fokus ke ekonomi dan bantuan sosial, karena vaksin akan selesai dan korban meninggal tidak signifikan, serta tetap pakai prokes namun tidak ada lagi yg ditutup seperti hotel, restoran dan buka normal.. .termasuk sekolah dan pendidikan menengah mauoun tinggi",negatif,-1
473,Aditya Rizky,Kami juga gak dapat bantuan apa pun yang lain pada dapat,negatif,-1
474,Sumarno HS,Seharusnya pemerintah serius soal bantuan ini.. menurut saya tidak tepat sasaran,negatif,-1
475,Monetisasi Keempat,"yang dapat batuan dampak covid bertubi - tubi kebanyakan orang yg kaya dan sangat mampu ,teruskan untuk membatu orang kaya & mampu. ",negatif,-1
476,Bang OSS,"terimakasih infonya, sangat bermanfaat min, apabila ada yang bingung caranya bisa lihat di channelku",netral,0
477,Hilda Anggraeni,Kami yang dpt kartu atm corona ga pernah cair lagi udah 6 bulan. Apa alasan nya,negatif,-1
478,hadlan galing,"Sampai kapan pemerintah menghamburkan uang, dengan dalih bantuan sosial, yang buktinya yang dapat yang ga pantas dapat dan sebaliknya,, ingat hutang harus dibayar,,  dngan apa pemerintah bayar utang,, apa akhirnya rakyat yang akan di jual ke komusis tiongkok ",negatif,-1
479,Made in Oeteta,"Desa peteta ,kec sulamu ,..aparat desa dapat blt ketimbang masyarakat... penerima PKH saja dapat bantuan corona ...bingung saya. ",negatif,-1
480,Liana Khamil,Mending di hentikan bantuannya ....kebanyakan gk tepat sasaran,negatif,-1
481,Ikhwan Iros,banyak warga kami disini yg gk dapat apa apa sampai detik ini. Kami dari ende flores ntt.,negatif,-1
482,Gilang Doang,Bangga punya presiden kaya bapak Jokowi ,netral,0
483,Dur Rohim,Kalau bisa bantuan dihentikan karna yg merasakan orang kaya,negatif,-1
484,delfi Gustiani,"Bantuan d musim pandemi blm keseluruhan  masyarkat yg tdk mampu blm menerima, padahal data sdh diambil sm pemerintah daerah .sebenarnya dana itu mengalir ke mana",negatif,-1
485,Sandal Jepit,saya semenjak jokowi jadi presiden saya tak pernah dapat bantuan. saya punya KTP saya punya KK  tapi tak pernah tersalur namanya bantuan dari pemerintah.,negatif,-1
486,Robin Gemstone,kerja saya buruh harian. apakah saya layak dapet bantuan dari pemerintah. soalnya saya belum pernah dapet bantuan dari pemerintah dengan bentuk apapun…,negatif,-1
487,fadilah kurnia,"Orang miskin kayak kita apa tu,... Dari awal sampai akhir bulan Agustus pun belum menerima apapun bantuan dana dari dampak covid 19... cuma hanya pasrah... Dan berdoa, semoga di jauhkan dari penyakit dan musibah.",negatif,-1
488,Hendi Pelatih,"Dusun bugan Sukodadi Lamongan, kasun dan kaurnya GK fer,, yg dpt bantuan Kbanyakan kerabat, keluarganya, walaupun terbilang mampu,",negatif,-1
489,Abdur,tolong dong kluarga disabilitas diberi perhatian khusus. soalnya banyak yg tdk dpt kesejahteraan sosial baik pkh maupun bantuan lainnya. trm ksh.,netral,0
490,Rohid Syahwana,"Sungguh saya sangat kecewa sebagai rakyat tidak mampu  yang hidup masih numpang berteduh satu atap sama mertua.. tidak pernah mendapatkan bantuaan apapun
Semenjak covid 19 .  2 kk  satu rumah   yang mendapatkan bantuaan hanya mertua.. sedangkan saya.. 
hanya bisa diam dan melihat..! tidak adilnya pemerintah pusat maupun pemerintah daerah..Yang sebelum nya sudah kita perjuangkan dan memberikan nya amanah..",negatif,-1
491,Hynm Sud,Bohong Tida Semua Dapat Sumbangan  Contoh di Kp Cijujung Desa Bobojong Kec Mande tida Semua dapat Bahkan Yang Dapat Orang yang kaya /Orang yang mampu Jadi TIDA MERATA  KENAPA.....?,negatif,-1
492,Dunia Burung Walet pidio semeraut.,Heran deh. pada kemana aja yah uang anggaran anggaran pmerintah selama ini buat desa,negatif,-1
493,Dunia Burung Walet pidio semeraut.,"Jangan buat 4 bulan. buat satu hari aja ga ada bantuan yang saya terima, pemerintah pusat kurang tegas",negatif,-1
494,halo bro,"MANA? WACANA doang ini pemerintah, dananya lenyap di makan orang kaya",negatif,-1
495,Al ghazali Kurniawan,Semua x dapat sedangkan saya ga ada sama sekali,negatif,-1
496,Hadi Sucipto,Di wilayah kami bantuan yg berupa uang di monopoli. Jadi bantuan uang dari pemerintah melalui salah satu bank nasional. Di kasih ATM tapi pin nya gak di kasih. Trus yg gesek itu pihak desa. Warga cuma di kasih bahan pokok yg nilainya jauh dari nilainya bantuan. Kami di salah satu desa di kec Ampelgading kab malang,negatif,-1
497,Amora Eca1409,"ini murni kesalahan pemerintahan pusat, yg d minta dri rakyat indonesia sruh pemerintahan psat terjun langsung d warga biar tau apa yg d keluh kesah kan",negatif,-1
498,saila nurmaulina,"Tolong tolong tolong mana bantuan nya, saya tidak dapat sama sekali",negatif,-1
499,saila nurmaulina,Saya sekarang tinggal di Tigaraksa Tangerang.. KK & KTP udah saya kasih udah lama ke RT Tigaraksa .. belum ada bantuan sampai sekarang mana bantuan masih banyak yang belum dapat..,negatif,-1
500,saila nurmaulina,Mana bantuan nya jangan ngomong doang gue belum dapat. ane asli Betawi,negatif,-1
501,PORBI Gunung Karang,mana ada batuan ke saya rakayat kecil ga ada sedangkan punya bayaran bank bayaran mah harus jalan terus kerjaan mah di tutup,negatif,-1
502,putrilesti lestari20,"Daerah kec, tenjolaya  yg dapat batuan  rata2 orang - orang yg mampu  salah sasaran",negatif,-1
503,suhendrik hendri,Jangan di biarkan dampak nya tinggi tapi kami tidak di perhatikan     aceh tengah ini semua pemerintah nya gak jelas termasuk aparatur kampung klu memang di umumkan bantuan covid dapat kami kok gak dapat,negatif,-1
504,suhendrik hendri,Tolong di pandang kami pak jokowi bantuan covid19 ini di aceh tengah kec. Ketol kenapa tidak dapat,negatif,-1
505,VSS Channel,"Saya Vera Syahputri warga kecamatan Batang kuis, kabupaten Deli Serdang, kami tidak mendapatkan bantuan dana 600/bulan dari pemerintah soal Covid-19. Ibu saya tiap hari mengeluh, kenapa bantuan dari pemerintah harus di pilih"", sementara yg terkena imbas Covid-19 semua masyarakat Indonesia, mau kaya atau miskin semuanya kan harus dapat, Krn kita semua kena dampaknya. ",negatif,-1
506,Aly 20,"Kasian, rakyat indonesia yg miskin, harap pemerintah indonesia lebih prihatin dan tiada yg main rakus dana dlm keadaan covid ini. Jgn sampai ada yg meninggal sebab kelaparan.",negatif,-1
507,Fikrai Bima,Kami adalah rakyat Indonesia yg mengalami dampak kofid 19 yg tidak pernah dapat bantuan baik bantuan pusat maupun daerah tepat x di kelurahan Jatibaru kota bima karena dikelurahan kami sistem yg d pake,negatif,-1
508,Yusnelly Anas,jgn kasih harapan apa pun pada kami krn semua yg kalian katakan tdk ada bantuan apa pun,negatif,-1
509,Yusnelly Anas,bohong sampai sekarang kami wilayah bogor tidak menerima apa pun bantuan sembako atau pun blt,negatif,-1
510,Amarsida Marsi,Maluku Utara Tobelo belum terima bantua berupa uang tunai 600 yg di janjikan pak jokowi,netral,0
511,MR Oficiall,"Gak ada bantuan pemerintah di desa gua, dan hanya org kaya yg dapet,.
Semuanya hanya omong kosong, bagi kami yg tak dapat dapat",negatif,-1
512,Tulus Widodo,Untuk selanjutnya foto dan krm ke pengurus pusat.. Pendataan ya lbh gampang.. di krosceknya pun..,netral,0
513,Tulus Widodo,"Untuk yang menerima bantuan.. covid 19/agar data tidak berubah, tepat sasaran.. harap pengurus membuatkan sepanduk yang bertuliskan: ",netral,0
514,Riki Baruy,Kok di daerah aku belum dapet bantuan,negatif,-1
515,Susi Komala,Malah saya mh di segel listrik nya mau dicabut tolong dong pa presiden saya mh nggak di diskon sedangkan sedang dirumah mau cari uang kemana­ sedangkan listrik dinaikkan,negatif,-1
516,Ita Cute,Bantuan dari jokowi dan gubernur banyak kena korupsi sama desa dan Rt yang miskin tidak dapat malah orang mampu dapat ini tidak adil biar corona bertambah dan berakhir sampai 2022 biar banyak yang mati,negatif,-1
517,Setyo Kristyanto,Mama..... mana bantuan gak pernah ada.... omong kosong,negatif,-1
518,iga saputra,Terima kasih banyak pak saya sudah di kasih bantuan,negatif,-1
519,makrufah nizar,PDAM apakah gratis?,netral,0
520,Amell NAdila,omong kosong anda dzolim anda pemimpin yg tdk adil semoga allah azab anda ,negatif,-1
521,Amell NAdila,omong kosong anda dzolim anda pemimpin yg tdk adil semoga allah azab anda,negatif,-1
522,Juny Jones,Sampe sekarang saya juga belum ada sumbangan dari kelurahan,negatif,-1
523,Robert Willyam,Glontorkan kemana dananya?? Sy tinggal di kosan di daerah graha raya Bintaro.  sampai hari ini Sy belum dapat. Padahal sy perantau dan korban PHK dari pandemi ini.,negatif,-1
524,putra samudra,Tolong media.. kami di kabupaten gunung kidul tidak dapat bantuan.. kami bingung harus mengadu di mana... yg dapet bantuan 1 RT cuma 4 orang... tolonglah kami kami bingung harus mengadu di mana... gunung kidul semin bantuan tidak dapat,negatif,-1
525,Tie 2030mj,"Alhamdulillah bantuan dari bentuk apapun gak dpt,,,,,,",negatif,-1
