id,text,sentimen,label
219,"Cara mencegah corona
1. Cuci tangan yang bersih
2. Patuhi pemerintah
3. Jaga kebersihan
4. Jangan bersin sembarangan
5. Tingkatkan daya tahan tubuh. Stamina tubuh harus ditingkatkan
6. Pakai masker saat diperlukan, misalnya saat jalan keluar rumah ketika diperlukan
7. Di rumah aja. untuk meminimalisir penyebaran Corona
8. Berdiskusi dengan pemerintah, misalnya Bapak kita, RT, LURAH, untuk menyiagakan pengamanan, perketatan desa / kota
9. Kalau sakit, cepat berobat
10. Berdo'a",positif,1
220,"ini pemerintah indo kerjanya apa sih, kok gak beres",negatif,-1
221,"Telat BPJS aja masih amburadul, undang undang  masih melanggar hak asasi manusia, ",negatif,-1
222,SEMOGA MUSIBAH INI CEPAT BERLALU,netral,0
223,Mantap ðŸ‘ dana habis.. Corona hilang.. Betul tidak!!,positif,1
224,semoga gak ada yg jadi kan film penghuni wisma atlit,netral,0
225,"Korban trs bertambah pak.. bapak kerja nya apa sih, bego banget jadi presiden",negatif,-1
226,"Kalau pelaksanaannya ga tegas percuma, selama ini penegakannya tajam ke bawah tumpul ke atas, perusahaan yang melanggar dibiarkan, kalau warung- warung melanggar ditutup",negatif,-1
227,"Makin bahaya aja korona semakin hari semakin bayak yg terinfeksi, kasihan",netral,0
228,ga ada di saya banyak yg pengangguran kerena lokowand saya juga pengangguran kerja tutup kenpeksi semua tutup mana ada bantuan ga ada,negatif,-1
229,Dikit amat anggaran dari pemerintah... korea aja ratusan trilyun,negatif,-1
230,"Ada hikmah yg baik,, tp jg sekaligus peringatan dr Allah. InsyaAllah
Mungkin selain terapkan langkah2 dari pemerintah, jg mematuhi peraturan"" dr( agama) Allah. Bertaubat, Senantiasa berwudhu, Terapkan hidup bersih serta penting memakai masker. ",positif,1
231,Tolong di tindak lanjuti pak. masih banyak dana yang di korupsi sama pemerintah daerah,positif,1
232,"Memang negara ini banyak org yg pintar tp sedikit org yg jujur & adil, jd beban rakyat bro lu mah enak koar2 yg diatas kita yg d bawah jd korban",negatif,-1
233,"Semoga cepat terkontrol. Dan yang lihat youtube ini, tolong jaga jarak dan kesehatan. (Ps: jangan bandel!)",positif,1
234,bentar lagi kopit hilang.. hhhhhhh,netral,0
235,Netizen mah paling bener .,netral,0
236,"Data dr orang pinter yg asal comot,
Bukan data dr bawah yg real dr rt dan rw stempat. ini yg bikin kcemburuan sosial
Krn ad yg dpt dan tidak ini yg jd kisruh",negatif,-1
237,mana bantuan yg datang... ibu hamil ibu menyusui gara2 corona saya ngk kerj biasany ikut buruh proyek... istri saya bru melahirkan... mana ni pemerintah kok gak adil gak tegas,negatif,-1
238,Lockdown pulau jawa,positif,1
239,ngapain PPKM pak ???? wong warga nya aja gak peduli..... udah... biar aja pada sakit semua lah.... mungkin nanti kalau napas nya sudah MEGAP2 kena covid mereka baru bisa percaya......... mungkin lho.....,negatif,-1
240,"punya menteri kesehatan kok gini banget ya, lambat banget kerjanya",negatif,-1
241,"Alhamdulillah dananya tekkor, berarti gak lama LG Corona akan habis, sebaiknya jujur itu lebih baik",positif,1
242,Negara lain lockdown semenjak isu covid 19 wuhan negara indo malah penerbangan diskon hotel diskon resto discount alhasil yg begini ada yg lolos dari pengawasan jadi ujung nya menyebar covid 19 di negara +62,negatif,-1
243,PPKM.... Para Pejabat Korupsi Mulu.....,negatif,-1
244,Saya mau tanya nih serius.. apa iya merubah KK di anggap warga Bru dan tidak mendapatkan bantuan.. memangnya bantua covit berpengaruh sm warga baru kah?,netral,0
245,"Lagian juga vaksin nya beda kelas gays, Indonesia kebanyakan abu nawas nya susah masyarakat diajak maju... Selalu ngeyel entah salah atau benar itulah Indonesia ku",negatif,-1
246,Biar msyarakt mati semua Krn klparan,negatif,-1
247,Tolong lockdown aja. Daripada banyak orang mati lagi kan ga enak dilihatnya. Ya kasihan juga kan tenaga medis urus mayat mayat yang mati lagi capek lah,positif,1
248,Kita hidup di NKRI bukan hidup di WHO. Dan saya dapat uang buat makan bukan dari pemerintah. Maaf saya Ndak peduli ada ppkm atau lockdown bosan. Ya kaya semakin kaya yang miskin semakin miskin.,negatif,-1
249,"Harusnya mudik kemarin jgn dilarang, biarin aja pulkam semua ,sambil menerapkan lockdown di kampung masih2 ..sampe kondusif baru dateng lg .",positif,1
250,Semoga masalah covid juga stop,netral,0
251,Sampainya bantuan ke tangan masyarakat kenyataannya tidak senilai yg disebutkan. Masyarakat selalu di bodohi pemerintah.,negatif,-1
252,pemindahan ibukota lebih penting,netral,0
253,"Orang miskin kayak kita apa tu,... Dari awal sampai akhir bulan Agustus pun belum menerima apapun bantuan dana dari dampak covid 19... cuma hanya pasrah... Dan berdoa, semoga di jauhkan dari penyakit dan musibah.",negatif,-1
254,Mari kita patuhi prokontol kesehatan.. ..,positif,1
255,"Kalau mau bantu jangan pilih"" harus sama rata.....",negatif,-1
256,"Permisi mau tanya , covid itu apa yah?",netral,0
257,"Yg tidak percaya covid datang ..
Ke rumah sakit.. dan lihat orang yg Pusing megap megap menahan sakit dada dan lemas",positif,1
258,"jgan hanya pda diam aja hak orang miskin yatim piatu janda"" kenapa sih gak adil"" masa yg dapat orang orang mampu""""",negatif,-1
259,"Telek dari dulu saya selama psbb juga ndak pernah dapat bantuan, apa lagi sekarang",negatif,-1
260,"Kurangi debat, banyakin Sedekah Cash, bukan wacana ajh...",negatif,-1
261,ngomong sih enak ya pak.. gimana klo anggaran buat DPR dan MPR di kurangi buat rakyat? jgn saran yg aneh2 pak..,negatif,-1
262,"Gak butuh bantuan bos
Yang di butuh kan adalah NORMAL biar bisa kerja yang tenang.
MOSOK INDONESIA TERSERAH WAE",negatif,-1
263,"Semoga bpk jokowi sehat selalu , Aminn",netral,0
264,Saya seorang janda nga pernah dpt bantuan apa2 saya anak saya pun gitu dpt tpi atm nya nga di kasih sampai berdebad di kelurahan ada atm nya tpi nga cair tpi saya cek di gugel masih aktif,negatif,-1
265,"Habis lepas masker eh jdi kyk india, pada terpapar dan banyak yang meninggal, pemerintah pasti gak peduli :v",negatif,-1
266,"padahal pemerintah udah berusaha yang terbaik, tapi sikap masyarakat nya tdk disiplin",positif,1
267,Negara sebesar ini masa anggaran untuk penanganan krisis-nya cuma 1 Triliun bu?,negatif,-1
268,"Masyarakat golongan menengah ke bawah, or di rumah,,, apa pemerintah mampu, memenuhi kebutuhan hidupnya,,, dikit"" sanksi  ,,,urusan perut,,, jangan di anggap remeh,,, bapak enak aja ngomong di rumah aja,,, saya tantang pemerintah, saya mau di rumah, asal di cukupi kebutuhan hidup sekeluarga,,,",negatif,-1
269,Sehat selalu pak de.. Kami siap lawan corona.. Siap patuhi amanat pemerintah,positif,1
270,"Assalamualaikum sekedar memberi masukan pak. 1. Pemerintah harus tegas menjalankan aturan sd ke tingkat Rt Rw..... yg melanggar di beri punishment. 
2. Pemerintah harus pro aktif sbg penggerak pola hidup pencegahan disiplin 3M kumpul2 ditingkat Rt sekalipun untuk sementara dilarang saja. 
3. Kalau gotong royong jika tetangga kena covid itu sudah otomatis berlaku di masyarakat saat ini... tinggal dari Rt Rw koordinir saja. Semoga musibah ini cepat berlalu dan kita semua sehat selamat. Amin",positif,1
271,Yg mau vaksin silahkan..  Tapi jangan maksa dong..  Sampe dikenakan denda Ini vaksin apa bisnis sih..,negatif,-1
272,"pake masker itu tidak membuat mu mati ,itu masker cuma di pake di luar rumah atau bertemu orang dari luar yang kita ga tau kondisi nya, demi kebaikan kita juga loh",positif,1
273,Finally semua akan kena corona pada waktunya‚,negatif,-1
274,yg penting tetap patuhi aturan pemerintah dan selalu pakai masker n hidup bersih paling utama,positif,1
275,Bantuan sembako blm ada thn 2021,netral,0
276,"Dari dulu, mestinya pelayanan kesehatan memang harus di perhatikan dan di perbaiki. Bukan hanya karena pandemi. Kecolongan sekarang kan, jadinya.",negatif,-1
277,Ternyata ini yang menyebabkan Amerika jadi negara dengan kasus corona terbanyak di dunia,netral,0
278,"Tidak ada satu negara pun dibelahan dunia ini yg siap menerima wabah ini, ini tak bisa diprediksi, bukan saatnya salah kan pemerintah atau negara lain.",positif,1
279,Kalau bisa bantuan dihentikan karna yg merasakan orang kaya,negatif,-1
280,ribet banget aturan pemerintah,negatif,-1
281,semoga... Ekonomi indonesia pulih kembali. ,netral,0
282,semoga dengan lockdown indonesia segera bebas dari virus covid19 ini,positif,1
283,Kami pedagang kaki lima ...blm menerima bantuan apa saja,negatif,-1
284,Jngan Bandingin kita ma Amerika jelas jauh lahhh.. Teknologi .sains. jauh2 sangat... dan tingkat kebersihan d sana jauh lebih bersih d banding kita…,negatif,-1
285,mana ada batuan ke saya rakayat kecil ga ada sedangkan punya bayaran bank bayaran mah harus jalan terus kerjaan mah di tutup,negatif,-1
286,Waduhh.. gak jadi tatap muka belajar deh ,netral,0
287,"Banyak kali cerita kalian, bantu2 yang susah¸ udah kaya pelit ngomong lockdown yang pandai klean ",negatif,-1
288,Ruwet masyarakat di buat pemerintah,negatif,-1
289,Klo januari sudah divaksin kira kira kapan ya hidup mulai norma kembali .pengen buka acara musik cepat cepat,netral,0
290,Hapus kan kuroptor dan korupsi tidak pandang bulu.... 0k,positif,1
291,"Harus nya tepat sasaran awas
Ntar harus amanah ntar salah saran lagi",netral,0
292,Omong kosong pemerintah,negatif,-1
293,Rapid test ini apakah gratis ? Krn untuk test covid 19 ini di RS biayanya 500-600 ribu,netral,0
294,Jamin hidup rakyat sampai mana.......????,netral,0
295,"Vaksin virus yg sesungguhnya, jadi jangan mau d vaksin",negatif,-1
296,"Klu sdh Ketakutan .... baru pada sadar.
Belajar lah dr orang yg di india yg daerahnya berbahaya saat itu.
Saat mau masuk rumah sakit ..secara halus sistem lelang ( duit dan beban pun ikut )
Ampuh tuh ..gak usah di larang ..semua udah waspada.",positif,1
297,"Negara Lucu, pemerintah nya lemah",negatif,-1
298,"pasti hilang covid d indonesia karena udh ga di kasih dana ,",positif,1
299,"Itu orang INDIA DATENG KE INDO.. KOK BOLEH?????
Udah datang 100 baru di tutup. Yang gila tuh siapa",negatif,-1
300,PPKM Darurat itu kan jawa ama Bali yg lain nya aman gk perlu,positif,1
301,Semoga cepat dibagikan vaksinnya,positif,1
302,"Menurut Saya ""Stop WNA yg Masuk Ke Indonesia"" Baru Rakyat kita turut Pak. Nah ini GK Kita Di Lockdown tapi WNA melenggang dgn enaknya masuk Negara Kita.",positif,1
303,pengen hidup normal lagi,netral,0
304,Sya pasrahkan saja ke gusti Allah SWT. Temen2 sya yg kerja di kantor lain suda pada kerja di rumah lewat internet nah sya masi blum juga.,netral,0
305,Tolong di tegas kan untuk pemerintah aceh tengah bantuan covid 19 untuk masyarakat  kok gak dapat kenapa yang lain dapat,negatif,-1
306,"Selama masih ada yang ngeyel, semoga Covid semakin meningkat. Ammiin...",negatif,-1
307,"Negara lain udah mulai lockdown ,presiden kita malah santai, lemah banget",negatif,-1
308,"Di Indonesia corona akan hilang paling belakang karena mafia2 kesehatan masih berkeliaran garuk uang dari covid,",negatif,-1
309,Wkwkwkw dri dlu kmp ga d locdown udh 1 thn lebih bru mw d locdown kocak tuh yg korupsi bansos ga ada berita nye lg gmn klanutan nye,negatif,-1
310,Biasanya masalah keamanan pejabat dulu deh yang ngerasaain...,netral,0
311,"PPKM berlanjut sampai lebaran haji, stelah lebaran haji ppkm selesai, s covid hilang sejenak kan bangsat",negatif,-1
312,"Percuma di lockdown klo pd pulkam dan liburan...
Mlh jd melebar…",negatif,-1
313,Nyaris 1 juta tapi sekolah gue ngadin PKL sedangkan gue baru kena covid bagaimana saranya,netral,0
314,"Koar koar trssss,, pemerintah pecundang,, di kelurahan saya banyak phk dan smpe skrg gak ada bantuan apa apa, bahkan si solo tempatnya presiden pun malah seorang habib yg bantu tiap hri ke masyarakat,, kalau caranya ky gini smua terinfeksi virus gpp yg penting keluar cari makan,, lbih membahayakan keluarga kami mati kelaparan daripada virus yg gak jelas dan pemerintah yang tdk punya malu dan harga diri,, Ya allah smoga orang orang di pemerintahan yg busuk hatinya terdampak corona beserta keluarganya,, berilah mereka pelajaran bahwa harta tdk ada gunanya ketika maut menjemput,, silahkan saudara amini sebanyak banyak agar Allah senantiasa mendengar doa teraniyaya. Amin",negatif,-1
315,"Untuk pemerintah pusat tolong untuk bisa turun meninjau ke lokasi langsung, karena banyak oknum yang rawan korupsi",positif,1
316,Percuma lockdown kalau turis tetep masuk ,negatif,-1
317,Anggaran diprioritaskan mengenai pencegahan dan mengenai pola pola hidup sehat dan mungkin sampai ke desa desa kelak,positif,1
318,"Lockdown lagi tapi jangan masukin warga asing dan wni dari luar ke Indonesia selama lockdown berlangsung...
Pikir aja sendiri gak mungkin Varian Varian baru covid masuk kalo gak ada yang ditempeli/ membawanya masuk ke negara ini... dari varian alpa beta carlie delta echo..... apa mau sampe varian zero baru sadar....
Semoga semua cepat berakhir dan kembali normal seperti dulu.... Aamiin",positif,1
319,Tutup dki jakarta yg asn bisa kerja dirumah yg buruh kasar mau makan apa kalo di rumah..,negatif,-1
320,"Untuk yang menerima bantuan.. covid 19/agar data tidak berubah, tepat sasaran.. harap pengurus membuatkan sepanduk yang bertuliskan: ",netral,0
321,"Muslim di indonesia kan ga butuh vaksin, nnti di kasih d blg haram atau apa lah proses nya panjang nnti ada label HALAL dari MUI",negatif,-1
322,Tetapi sekarang aturan dirubah2 tidak jelas tanpa adanya memikirkan warga atau masyarakat yang keluarganya meninggal karena covid ..!!,negatif,-1
323,Saya dirumah pakai 900 va / rim.. bagi saya tidak adil kalau hanya yg memdapatkan 900 va/ rim aja.. seakan tidak berpihak 900 va /rim blm tentu semua yg pakai bekecukupan hidupnya.. memang mampu kalau semua lancar kalau begini gimana gitu rasanya.. saya mohon mungkin ada yang sependapat dngn saya tpi g berani komen.. maaf ini hanya ulasan  . Smga pemerintahan yang adil seadil adilnya. Amin,negatif,-1
324,jangan cuma orang2 di garda terdepan tp untuk kesejahteraan masyarakat tlg juga diperhatikan,positif,1
325,Benar setuju...  Usut segera oknum2 seperti pemda,positif,1
326,Lockdownnya bulan depan aja. Saya Kerja di Buku Erlangga. Belum Sempat Saya Kirim Semua ke sekolah,netral,0
327,Dah g ada untungnya ngopid in orang,netral,0
328,"memutus mata rantai covid mudah pak gak usah ppkm putus saja anggaran buat covid, pasti hilang covidnya",negatif,-1
329,Semoga Corona cepat berakhir,netral,0
330,"Jika dibiarkan seperti ini, niscaya Indonesia akan Lebih parah!! Sekolah di Liburkan tapi malah pada Liburan dan jalan2 masyarakat nya. Dan seharus buruh Di Liburkan juga. Tidak bisa membayangkan jika negara kita lebih parah dari cina dan italia, karna Rumah sakit di Negara ini tdk siap dan sangat terbatas Peralatan nya.",negatif,-1
331,semoga presiden  tidak  memerintahkan lockdown.  Kasihan rakyat miskin . Ajal itu takdir yg kuasa,netral,0
332,"yang penting rata jangan salah sasaran, jangan yang dekat dekat saja yang dapet, yang mampu mampu malah yang dapet, pokoknya merata",positif,1
333,"saya setuju lockdown, alasan nya supaya mencegah penyebaran yang lebih luas.
",positif,1
334,"Kecewa banget asli , gak sangka pak jokowi se santai ini hadapi covid19",negatif,-1
335,"Bagi  yang  cuma  bisa  nyalahin  pemerintah  tonton  tuh.  Tolong pikir ke depan, demi kebaikan bersama ",positif,1
336,Halal? orang didenda,negatif,-1
337,ga ada batuan cuam denger habar nya doang ga ada mana batuan ga ada Saya punya setoran bank setoran mah harus bayar terus tapi kerjaan mah di tutup,negatif,-1
338,"Manusia perlu makan, dan makanan datang kalo kita kerja dulu",netral,0
339,Kalo kartu KIS dapat ga,netral,0
340,"Tuhan beri berkat untuk Bapak Jokowi .  Terima kasih . Kau telah tunaikan tugasmu dengan sangat baik, sebagai pemimpin . Terima kasih pak",netral,0
341,makan tuh kesombongan dari awal menghindar selalu menutup nutupi rakyat kecil semakin menjerit,negatif,-1
342,Makan ga org miskin pak pikirkan pikirkan,netral,0
343,Virus Covid 19 meresahkan dunia,netral,0
344,Covid19 abal2 ...ko mau ya pemerintah indo jadi budak Cina,negatif,-1
345,Sebenarnya pk jokowi sdh berusaha semaksimal mungkin tp sj msh blm ckup ap lagi di mata oposisi ap sj yg lakukan pk jokowi selalu disalahkan. salam sht slalu pk jokowi smuga ALLAH slalu memberi kecerahan di ngr indo dn wbh korona segera hilang dr muka bumi sluruh dunia amin3.,positif,1
346,omong kosong anda dzolim anda pemimpin yg tdk adil semoga allah azab anda ,negatif,-1
347,"Pemerintah harusnya buktikan jangan ngomong doang,,,",negatif,-1
348,"Halah ngomong apa sih pak, banyak omong doang tapi tindakan nihil",negatif,-1
349,"Pemerintah Indonesia gagal total dalam menangani kasus covid ini, keluarkan aturan yang gak jelas dan gak tepat sasaran",negatif,-1
350,COVID tidak bahaya kok.. kita hanya di tipu sama pemerintah,negatif,-1
351,ya... kita juga pernah  ajukan bantuan umkm... tapi sampai sekarang tidak ada ,negatif,-1
352,"*SEMANGAT BANGET NIH AJANG BISNISNYA
*PENYAKITNYA GAK ADA TAPI VAKSINNYA DIGEMBAR GEMBORKAN",negatif,-1
353,Km d daerah ingin rapid test bagaimana caranya?,positif,1
354,Bandara internasional yg ditutup.. Sementara buat ngurangin.. Ayo pemerintah semangat dana cepat kerjanya,positif,1
355,"Alhamdulillah.. bentar lagi kelar..
Dari dulu aja kenapa di stop tuh dana..",positif,1
356,Kebanyakan wacana,negatif,-1
357,"Covid gk jelas dibahas ,sedangkan penyakit lain gak dibahas ! 
",negatif,-1
358,Lebih baik melawan covid dengan banyak makan bergizi dan bervitamin serta banyak bergerak biar berkeringat...,netral,0
359,covid akan hilang jika berhenti melakukan test covid,negatif,-1
360,bagaimana cara biar presiden tu Dengar keluhan rakyat tolong ksik info .aq ud muak dg aparat desaku,negatif,-1
361,"Biarin aja Amerika lepas masker dan Indonesia belum, karna toh pencegahan covid nya lebih baik Indonesia, dan Amerika lebih banyak covid nya di banding Indonesia, India sebelum terjadi gelombang tsunami corona mereka lepas masker juga",positif,1
362,Kompas tv bikin berita lockdown .lo mau ga kasih makan rakyat kecil klo lockdown. . yang ada bukan mati krn covid tapi mati kelaparan ..,negatif,-1
363,Sekarang pemerintah panik mau ada darurat sipil segala yg jadi korban rakyat dan rakyat dari dulu,negatif,-1
364,Lockdown. Mimpi. Rumah liar. Rumah di pinggir kali aja dibiarin aja. Padahal manusianya numpuk semua.,negatif,-1
365,"Juga dukung dalam doa, untuk pemulihan dunia dari korona!",positif,1
366,Stupid pemerintah indonesia ini,negatif,-1
367,kerja saya buruh harian. apakah saya layak dapet bantuan dari pemerintah. soalnya saya belum pernah dapet bantuan dari pemerintah dengan bentuk apapun…,negatif,-1
368,"saya juga bingung pak, mau kasih makan apa anak dan istri di rumah kalau lockdown",negatif,-1
369,"bingung, pemerintah indo kok sepertinya gak ada distribusinya buat bantu masyarakat indonesia",negatif,-1
370,"Sebelum bicara cerna dulu karna malaikat merekam suara anda pak, jangan hanya kebanyakan janji palsu",negatif,-1
371,"ini pemerintah dana bantuannya gak jelas, sudah banyak di korupsi",negatif,-1
372,"gak jelas kejam banget"" gak rata bantuanya"" bilang ke pemerintah gak mungkin ada mentri dan kabinetnya''",negatif,-1
373,Lockdown please,positif,1
374,Dn beruntung nya di indonesia yg kena covid kebanyakan bisa sembuh sendiri atau hanya berobat ke dr umum jadi tdk terdata..,netral,0
375,semoga RAMADHAN TANPA CORONA,netral,0
376,"Klo indonesia ga bisa, soalnya buat kesempatan bisnis ",negatif,-1
377,Corona merupakan salah satu faktor yang mengurangi pertambahan penduduk dunia. Bumi sudah padat.,netral,0
378,Negara penyebar virus ya pasti dgn mudah jinakkan virus dgn vaksin.,netral,0
379,"Lekas membaik negeriku,",netral,0
380,mau membunuh rakyat kecil ini .pemerintah mau berantas kemiskinan dengan cara seperti itu kali ya .katanya paksin itu untuk  mencegah covid .kok habis di vaksin  kok  malah  banyak yang kena covid.,negatif,-1
381,Seharusnya pemerintah serius soal bantuan ini.. menurut saya tidak tepat sasaran,negatif,-1
382,tolong jangan pulkam sayangi keluarga kalian berdoa saja untuk mereka yg jauh dari kita semoga diberi kesehatan ,positif,1
383,Bukan nya d amerika malah bnyk org yg menolak vaksin ya kok tiba2 masyarakatnya udh d vaksin smua. Lucu,netral,0
384,"Kirim sembako & transfer 5juta /bulan, dijamin pada nurut.",positif,1
385,"Semuanya itu tergantung kesadaran individu, klo MEREKA SEMUA BISA jaga jarak, minimalisir kontak dengan orang lain, rajin cuci tangan, pake masker, dan stay di dalem rumah, penyebaran COVID bisa diminimalisir tanpa lockdown.",positif,1
386,"Ada gugus tugas, tapi masih ada TKA dari negara komunis Cina masuk ke RI.",negatif,-1
387,Lockdown jg percuma warga asing masih pd bebas masuk!!,negatif,-1
388,Pengen meracuni lawan demi jatuhkan lawan akhirnya dia kena juga imbas racun nya sendiri..,netral,0
389,"Opini berita yg memperparah keadaan, jadi nya pemerintah yang di salahkan sama rakyat",positif,1
390,bagai mana mau di vaksin..... warga kita masih banyak yg nggak percaya covid itu ada..... padahal sudah banyak korban berjatuhan,positif,1
391,dimana mau mengadu di desa saya paling sedikit yg dapat pkh di bandung desa laen dan juga bantuan sosial yg laen selalu salah sasaran,negatif,-1
392,di indonesia covid di manfaatkan untuk cari duit dan politik karena covid pemerintah jadi aman dan tentram koruptor bisa hidup damai,negatif,-1
393,"WNA dilarang masuk ke indonesia, bukan malah dibebasin",negatif,-1
394,"saya setuju klu koruptor dihukum mati, biar ga kebanyakan koruptor",positif,1
395,"pemerintah ini apa gak mikir ya, lockdown bisa mematikan ekonomi terutama warga miskin, bodoh",negatif,-1
396,Bacot anjing,negatif,-1
397,Sebelum nya minta maaf. kenapa yang dapat bantuan hanya orang2 itu terus. apa kah bantuan itu tidak merata. memberi bantuan itu harus merAta dan adil pak,negatif,-1
398,Semoga ini berakhir sampai disini,netral,0
399,"ayo teman2 vaksin, ini demi kita juga loh, pemerintah gak mungkin beli mahal2 kalo gak berguna buat rakyatnya",positif,1
400,"pemerintah terlalu santai, gak tegas sama sekali",negatif,-1
401,Bantuan covid 19 tidak adil kluarga sy tidak kebagian,negatif,-1
402,Semoga wabah penyakit ini cepat kabur.,netral,0
403,Bau Bau Cocot terus,negatif,-1
404,"masyarakat menderita, pemerintah bahagia ada Investasi ",negatif,-1
405,SEMAKIN LUCU SAJA TINDAKAN DAN ATURANNYA PEMERINTAH SEKARANG. NIAT LOCKDOWN KOK BARU SEKARANG GAK DARI AWAL ADA CORONA. MASA NUNGGU CERITANYA SUPAYA PANJANG DULU BARU SELESAI LOCKDOWN. PAYAH,negatif,-1
406,Punya nyali pemerintah Indonesia sekarang lockdown ?,negatif,-1
407,"Desa peteta ,kec sulamu ,..aparat desa dapat blt ketimbang masyarakat... penerima PKH saja dapat bantuan corona ...bingung saya. ",negatif,-1
408,Bantuan wilayah lampung timur khususnya hargomulyo sangat ngk adil.. banyak yang ngk sampai tujuan. entah nyangkut kemana. pdhal masarakat udah dibatasi lockdown otomatis sangat butuh bantuan terlebih lagi bagi keluarga yg ngk mampu.,negatif,-1
409,pemerintah bohong.. cuman koar koar di youtube aja.. saya kecewa sama pak jokowi,negatif,-1
410,"Gimna gak tetap ramai,, pemerintah aja gak tegas ",negatif,-1
411,Dia pembohong.. kasih harapan lagi rakyat sudah tak anggap lg anda jdi presiden.,negatif,-1
412,Kebayakan orang yg terdekat sm lurah dn pamong yang dapat bantuan,negatif,-1
413,Yg jelas para pemimpin 2 kita tidak sejalan dan ambisi Jabatan bukan pengabdian,negatif,-1
414,Semoga besok dunia kembali normal,netral,0
415,banyak warga kami disini yg gk dapat apa apa sampai detik ini. Kami dari ende flores ntt.,negatif,-1
416,"punya presiden tapi gak tegas sama sekali, indonesia bakal hancur ",negatif,-1
417,"Jangan sering bagi bagi uang lah, cari solusi lain gitu, serang covid nya",negatif,-1
418,"Kembali lg ke masyarakatnya yg bandel, padahal pemerintah udah kasih aturan yang bijak demi keselamatan bersama",positif,1
419,Locdown d daerah zona merah jangan lupa juga materi buat daerah yng d lockdown jangan sampai ada kabr ada masyarakat mati kelaparan karna d licdown daerah nya ingat siap kan materi buat wilayah yng d lockdown,positif,1
420,Lockdown lagi hutang lagi.. Udah negara miskin tambah miskin..,negatif,-1
421,Corona hilang penyakit hoax masih kuat..  hancur ekonomi  mulai thn 2020,negatif,-1
422,Karma negeri ini,negatif,-1
423,Kami juga gak dapat bantuan apa pun yang lain pada dapat,negatif,-1
424,"Pemerintah masih tetap ambil resiko, seharusnya kalo kondisi udah semakin banyak yg kena virus korona, dari awal seharusnya pemerintah karantina semua warga negara, jadi bukan cuma menjaga pintu 2x masuk, keluar negeri, tapi menutup semua pintu masuk dan keluar negeri.",negatif,-1
425,Klo amerika ingin  melepaskan masker itu haknya.  Kt indonesia ngk usah ikut dia.  Ttp jaga jarak dan pake masker,positif,1
426,Usir aja lah aku setuju demi kesehatan masyarakat indonesia kasian yg gk mudik,positif,1
427,"covid 19 ini wakil RAKYAT.. ketahuilah, korona ini wakil rakyat yang ada di indonesia, dia lah yg akan ambil sikap tegas, gak sperti peraturan rezim ini.. pada yg lemah tajam ,kalau david 19, gk pandang bulu.. setuju acung jempol bos",negatif,-1
428,"Hadeh lagi ngapain juga isolasi harus dihotel  dirumah juga bisa kan, duitnya bisa dialihkan ke alokasi lain yg lebih bermanfaat, kok nakes makin kesini kek aji mumpung ya  minta fasilitas bagus. minta gaji gede. minta insentif gede, padahal dampak covid bukan  uu doang, gengsi ya pindah dari hotel ke wisma/ rusun, yasalam...
jujur deh ni ya maaf2 ni kadang2 nakes2 yg di puskesmas atau rsu lambat banget kerjanya dan pasien antri lama banget dah gitu judes banget... gw si sering mengalami gak tau kalian, emang si gak semua tp kejadian itu sering sy alami, makanya sya gak lagi2 ke puskesmas/ rsu lebih baik ke klinik dr pada ke puskesmas/ rsu. emang si nakes garda depan dan kita butuh banget nakes, tp mbok ya jangan aji mumpung yg kedampak bukan u sendiri, disyukuri masih bisa kerja, banyak yg stress karna gk bisa kerja efek covid",netral,0
429,"Ayolah pak lockdown saja sebelum makin banyak korban, kasian jg para nakes sdh kelelahan, masalah ekonomi rasa 2nya kalo jalan terus sperti ini ttep anjlok juga, masalah pmenuhan kbutuhan pokok ya mohon bapak2 kerja keras dsitu pasti ada jalan, dari sekian triliun uang yg dikorupsi masa tidak bisa skedar memenuhi pangan saat lockdown",positif,1
430,Memperbanyak pemeriksaan swab maupun antigen bukan lah cara yang benar untuk mencegah penyebaran covid19,negatif,-1
431,"Smoga corona cepat berlalu, Rakyat Indonesia smoga selalu dalam Lindungan Allah",netral,0
432,Pandemi ni memang berat.. bagusnya mungkin utk pasien otg itu dibiarin isoman dirumah tp diawasi sama spt di LN.. spy ga jd beban jg utk negara. Dr youtube2 org indo utk tau gejala ringan di suruh isoman di rmh tp diawasi dan diberi obat oleh dr yg sdh ditunjuk.. kdg dokter jg bs ke rmh,positif,1
433,"Tim lapangan seharusnya diawasi dengan ketat biar tetap sasaran, diatasnya sudah sesuai SOP jangan sampe dilapangan ada permainan",positif,1
434,Pemerintah perlu tegas menutup kunjungan bagi warga negara asing,positif,1
435,"Aku yang susah banget tidak pernah dapat yang kaya dapat terus, pemerintah gak adil dan tegas ",negatif,-1
436,"dari dulu saya blm pernah dpt, BLT PKH atau Bantuan Covid dri pemerintah setempat. apa pun jenis bantuan tdk pernah saya rasakan sampai sekarang..",negatif,-1
437,"Rt rw itu bagikan Bansos Ke Keluarga nya
Peraturan anda sama aja matiin rakyat pelan pelan",negatif,-1
438,"Sampai kapan pemerintah menghamburkan uang, dengan dalih bantuan sosial, yang buktinya yang dapat yang ga pantas dapat dan sebaliknya,, ingat hutang harus dibayar,,  dngan apa pemerintah bayar utang,, apa akhirnya rakyat yang akan di jual ke komusis tiongkok ",negatif,-1
